site area,structure type,water consumption,recycling rate,utilisation rate,air qality index,issue reolution time,resident count,electricity cost,Appliance_Type,Meter_Type,Usage_Pattern,Energy_Source,Maintenance_Status,Peak_Hour_Usage,Backup_Power,Weather_Condition
1146,Residential,1962,11,68,119,52,40,1602,Refrigerator,Analog,Low,Grid,Poor,No,Generator,Winter
2276,Residential,2924,24,38,141,49,118,2470,AC,Analog,High,Solar,Poor,Yes,Generator,Summer
1435,Residential,2188,66,100,132,34,44,1904,Fan,Smart,High,Solar,Good,No,None,Rainy
2765,Mixed-use,3970,71,80,79,70,130,2449,AC,Smart,Medium,Solar,Average,Yes,Inverter,Summer
1680,Industrial,2235,70,77,81,55,0,2899,AC,Smart,High,Wind,Good,Yes,Inverter,Winter
4711,Residential,4224,43,47,48,32,19,3152,Fan,Analog,Low,Wind,Average,Yes,Inverter,Rainy
4848,Residential,8125,30,95,121,63,26,4077,Heater,Analog,Medium,Wind,Good,No,Inverter,Winter
4252,Commercial,3162,82,74,60,70,0,3705,Washing Machine,Analog,Medium,Grid,Good,No,None,Rainy
3723,Residential,2434,39,73,50,62,186,3881,Refrigerator,Analog,Medium,Solar,Good,Yes,Generator,Winter
4685,Residential,6835,85,67,51,9,431,5277,Refrigerator,Smart,High,Solar,Average,Yes,Inverter,Winter
3717,Residential,1838,62,71,26,63,58,3038,Fan,Analog,Low,Grid,Poor,Yes,None,Rainy
2234,Commercial,1817,75,54,54,27,0,1918,AC,Analog,Low,Grid,Average,Yes,Inverter,Rainy
4705,Commercial,3013,78,55,47,60,0,4322,Fan,Analog,Low,Solar,Poor,Yes,None,Rainy
1541,Commercial,2323,20,31,32,19,0,1397,Washing Machine,Analog,Low,Solar,Good,Yes,Inverter,Winter
4106,Mixed-use,2339,24,73,71,36,116,3192,Refrigerator,Analog,Low,Solar,Poor,Yes,Generator,Winter
2080,Commercial,2996,25,98,91,68,0,2709,Refrigerator,Analog,High,Wind,Average,Yes,Inverter,Winter
3488,Mixed-use,3830,17,53,165,18,301,2478,Refrigerator,Analog,High,Solar,Average,Yes,None,Winter
4991,Residential,8773,65,49,83,30,311,5046,Refrigerator,Analog,Medium,Grid,Poor,No,None,Rainy
720,Residential,1000,21,63,8,41,31,1182,Fan,Analog,Medium,Grid,Poor,Yes,Generator,Summer
2976,Commercial,1753,43,55,145,43,0,2497,Fan,Smart,Medium,Solar,Average,No,None,Summer
2636,Residential,4543,30,93,4,63,192,3429,Fan,Smart,High,Solar,Average,No,None,Rainy
4992,Residential,9569,50,66,82,55,300,4999,Washing Machine,Analog,Medium,Solar,Poor,No,None,Winter
3083,Commercial,4143,76,51,83,63,0,2897,AC,Analog,Low,Solar,Good,No,Inverter,Summer
655,Industrial,1724,43,61,173,21,0,1519,AC,Analog,High,Solar,Poor,No,Generator,Winter
3572,Industrial,3886,68,92,157,2,0,4724,Heater,Smart,High,Solar,Good,Yes,Generator,Winter
1981,Commercial,4422,61,30,172,35,0,1930,Fan,Smart,Medium,Solar,Average,Yes,Inverter,Winter
2401,Mixed-use,2835,62,78,104,21,185,2226,Washing Machine,Analog,Medium,Wind,Average,Yes,Inverter,Summer
725,Commercial,1506,45,97,27,54,0,1661,Heater,Analog,High,Solar,Average,No,Inverter,Rainy
2473,Commercial,1955,17,37,55,48,0,2209,Fan,Analog,High,Wind,Poor,Yes,Inverter,Rainy
3869,Residential,6661,71,98,99,50,350,4925,Heater,Smart,Low,Solar,Poor,No,Generator,Rainy
713,Residential,1000,52,91,103,21,16,1457,Washing Machine,Smart,High,Solar,Poor,No,None,Winter
4827,Residential,7580,42,65,46,18,40,4205,Fan,Smart,Medium,Solar,Poor,Yes,None,Rainy
3859,Commercial,7574,70,43,108,64,0,3395,Heater,Smart,Medium,Solar,Average,No,Generator,Winter
1424,Residential,1300,73,66,199,65,111,1997,Refrigerator,Smart,High,Wind,Average,No,Inverter,Summer
1271,Mixed-use,1981,43,33,179,16,115,966,AC,Analog,Low,Wind,Average,Yes,Inverter,Summer
1146,Mixed-use,2924,26,54,87,51,90,1321,AC,Analog,Low,Grid,Poor,Yes,Inverter,Rainy
4553,Commercial,8297,61,40,55,8,0,3779,Heater,Analog,High,Solar,Average,Yes,Generator,Rainy
3323,Industrial,3440,18,57,50,8,0,3881,Heater,Analog,High,Solar,Average,Yes,None,Rainy
1748,Commercial,2877,78,67,7,70,0,2102,AC,Analog,High,Grid,Poor,No,None,Rainy
4483,Residential,2452,44,95,127,37,373,5384,Washing Machine,Smart,Medium,Wind,Poor,No,Generator,Rainy
4767,Commercial,3055,64,97,47,50,0,4196,Refrigerator,Analog,Medium,Wind,Poor,Yes,None,Summer
3304,Commercial,5195,88,56,182,25,0,3326,Fan,Analog,Low,Solar,Poor,Yes,Inverter,Summer
2614,Residential,3477,16,82,154,1,260,3579,Washing Machine,Analog,Medium,Grid,Good,No,None,Winter
2666,Commercial,4225,74,88,30,17,0,3145,AC,Smart,High,Solar,Good,No,Inverter,Summer
3211,Commercial,4639,72,73,105,55,0,2892,Washing Machine,Analog,High,Wind,Good,Yes,None,Rainy
3149,Commercial,2877,50,89,123,36,0,3410,Washing Machine,Analog,Low,Grid,Average,No,None,Rainy
4699,Residential,8297,41,43,115,1,283,4241,Refrigerator,Analog,Medium,Wind,Poor,Yes,Generator,Rainy
3596,Mixed-use,5634,45,62,119,68,33,3004,Fan,Smart,Low,Solar,Average,Yes,Generator,Rainy
2687,Commercial,4751,88,56,51,62,0,2775,Washing Machine,Smart,Medium,Grid,Average,Yes,Inverter,Winter
4154,Industrial,7308,39,68,98,30,0,5034,AC,Analog,Medium,Solar,Average,No,Inverter,Winter
1784,Residential,2285,89,58,70,9,110,2105,AC,Analog,Medium,Wind,Poor,Yes,None,Winter
4982,Commercial,6499,11,46,103,56,0,4647,Heater,Analog,Medium,Solar,Poor,Yes,Inverter,Summer
4397,Industrial,5141,69,50,92,28,0,4507,Heater,Analog,High,Wind,Average,Yes,Generator,Rainy
1888,Industrial,2283,40,61,34,62,0,2802,Fan,Analog,Low,Grid,Poor,No,Inverter,Winter
2208,Residential,2700,14,48,153,28,128,2004,AC,Analog,Low,Grid,Average,Yes,None,Winter
2911,Residential,1744,90,62,137,62,115,3040,AC,Analog,Medium,Wind,Average,Yes,Inverter,Winter
1955,Residential,2870,67,64,101,7,78,2125,Refrigerator,Analog,High,Wind,Good,Yes,Inverter,Summer
4384,Residential,7846,64,31,33,24,406,5198,AC,Analog,Medium,Solar,Average,Yes,None,Rainy
4520,Residential,3889,76,31,199,71,233,4051,Washing Machine,Analog,Medium,Wind,Good,Yes,Inverter,Rainy
2250,Commercial,1000,16,76,181,45,0,2559,Heater,Analog,Medium,Wind,Poor,No,Generator,Rainy
3462,Commercial,5891,89,46,126,52,0,3309,Refrigerator,Analog,High,Solar,Poor,Yes,Inverter,Summer
1554,Commercial,1313,15,45,82,22,0,1928,Heater,Smart,Low,Wind,Good,Yes,Generator,Rainy
3884,Residential,3083,76,45,21,14,324,4165,AC,Smart,Medium,Wind,Poor,No,Inverter,Rainy
4831,Residential,8682,74,89,132,69,41,3903,Heater,Analog,Low,Grid,Average,No,None,Rainy
2480,Residential,1758,77,50,118,71,244,2889,Heater,Smart,Low,Wind,Poor,Yes,None,Winter
4423,Residential,6127,32,36,179,66,249,4283,Washing Machine,Smart,Low,Solar,Poor,No,Generator,Summer
2004,Residential,3305,89,86,2,24,68,2609,Fan,Analog,Medium,Wind,Poor,No,None,Summer
2855,Residential,1748,34,64,84,36,93,2623,Fan,Smart,Low,Wind,Poor,Yes,Inverter,Rainy
2575,Residential,3175,49,66,193,58,89,2683,Heater,Smart,High,Grid,Poor,Yes,None,Summer
1115,Commercial,1643,60,48,91,60,0,1317,Heater,Analog,Medium,Grid,Average,No,Generator,Rainy
3980,Residential,7439,26,93,84,19,73,3550,AC,Smart,Low,Wind,Average,Yes,None,Rainy
3648,Residential,5987,59,99,196,14,221,4083,Washing Machine,Smart,Low,Solar,Poor,No,Inverter,Summer
1801,Commercial,2419,33,95,105,61,0,2543,Refrigerator,Analog,High,Wind,Average,Yes,None,Winter
3672,Residential,2229,38,93,93,35,250,4177,Refrigerator,Analog,Medium,Grid,Average,Yes,None,Rainy
2043,Industrial,1541,72,32,46,2,0,1978,Heater,Smart,Low,Wind,Average,Yes,Generator,Summer
1003,Commercial,1025,86,45,108,50,0,1274,Heater,Smart,Low,Grid,Poor,No,Generator,Summer
3274,Residential,6071,70,31,18,60,201,3497,Fan,Smart,High,Grid,Good,Yes,Inverter,Rainy
1103,Residential,1002,36,34,58,18,30,919,AC,Analog,Medium,Wind,Good,Yes,Generator,Summer
4496,Residential,3751,83,65,27,24,288,4318,Washing Machine,Analog,Low,Grid,Average,No,None,Rainy
3884,Residential,3561,70,97,48,21,78,3320,Fan,Smart,Medium,Wind,Good,No,Inverter,Summer
3912,Commercial,4221,45,69,150,8,0,3954,Fan,Analog,High,Solar,Average,No,Inverter,Winter
3863,Commercial,3666,88,57,19,65,0,3469,Heater,Analog,Medium,Solar,Poor,No,None,Rainy
4596,Industrial,2261,61,46,29,66,0,4238,Washing Machine,Analog,Medium,Wind,Average,Yes,Inverter,Winter
3586,Residential,6716,67,44,196,2,20,2878,Heater,Analog,Low,Solar,Poor,Yes,Inverter,Winter
4234,Residential,2810,75,54,152,62,150,3660,Refrigerator,Smart,High,Wind,Poor,Yes,Inverter,Winter
1442,Residential,1000,77,99,196,25,86,2446,Heater,Smart,Low,Grid,Poor,Yes,None,Winter
523,Industrial,1415,90,82,161,24,0,1418,Refrigerator,Smart,High,Solar,Good,No,None,Winter
2687,Commercial,1226,57,44,165,62,0,2468,Refrigerator,Smart,Low,Grid,Poor,Yes,None,Winter
2141,Residential,1892,60,49,47,37,10,1655,Heater,Smart,High,Wind,Average,Yes,None,Rainy
4219,Residential,5058,72,33,176,25,193,3971,Refrigerator,Analog,High,Wind,Poor,Yes,None,Rainy
2431,Mixed-use,3396,76,77,104,34,157,1916,Fan,Analog,Low,Grid,Good,No,Generator,Winter
1313,Residential,1505,33,39,79,35,114,2310,Washing Machine,Analog,High,Grid,Good,Yes,Inverter,Winter
4298,Mixed-use,5459,56,94,193,18,288,3689,Washing Machine,Analog,Medium,Grid,Good,Yes,Generator,Summer
3682,Commercial,2244,32,88,111,7,0,3636,AC,Smart,Low,Solar,Poor,No,Inverter,Winter
2511,Residential,2590,80,79,142,41,58,2513,AC,Analog,Medium,Solar,Poor,No,Generator,Summer
1015,Mixed-use,1145,45,61,41,56,92,1311,AC,Smart,High,Grid,Good,No,Generator,Winter
3664,Commercial,4553,60,54,48,36,0,3398,Heater,Analog,Low,Solar,Poor,Yes,None,Winter
2623,Mixed-use,1479,85,70,30,26,17,2184,AC,Smart,Low,Wind,Good,No,None,Summer
4948,Industrial,7083,18,76,166,51,0,5697,Heater,Smart,Medium,Grid,Average,Yes,None,Winter
1636,Residential,3387,33,33,37,35,96,1702,AC,Analog,High,Solar,Good,No,Inverter,Summer
735,Industrial,1087,31,77,23,68,0,1571,Washing Machine,Analog,High,Grid,Good,No,None,Summer
3582,Residential,6576,39,97,179,72,145,4322,Heater,Smart,Low,Grid,Average,Yes,Inverter,Summer
1550,Commercial,1000,45,97,104,26,0,1983,Fan,Analog,High,Solar,Good,Yes,None,Winter
1410,Commercial,1150,57,74,124,55,0,2066,AC,Smart,Low,Solar,Average,No,None,Rainy
4035,Commercial,5567,27,56,140,9,0,3597,Refrigerator,Analog,Low,Wind,Good,No,Inverter,Winter
3186,Commercial,3627,48,87,136,20,0,3506,Refrigerator,Smart,Low,Wind,Average,Yes,Inverter,Rainy
3859,Commercial,6231,62,77,122,3,0,3560,Fan,Smart,Low,Grid,Average,Yes,Inverter,Summer
1379,Commercial,1556,43,30,59,11,0,1552,Heater,Analog,Medium,Wind,Average,Yes,Generator,Winter
3867,Mixed-use,5536,19,72,144,33,306,2811,AC,Smart,Low,Wind,Poor,Yes,Generator,Winter
2056,Residential,3476,74,93,140,7,50,2395,Fan,Smart,Low,Grid,Poor,Yes,Inverter,Winter
2976,Industrial,1365,73,91,162,17,0,3711,Washing Machine,Smart,High,Solar,Good,Yes,Generator,Winter
1494,Industrial,2105,28,80,48,38,0,2603,Heater,Smart,Medium,Wind,Good,No,Generator,Winter
4713,Industrial,3202,36,86,74,56,0,5448,AC,Analog,High,Wind,Good,No,Generator,Summer
1392,Residential,2486,44,72,72,26,31,1582,Fan,Analog,Medium,Solar,Average,No,Inverter,Winter
1273,Commercial,1000,90,80,157,50,0,1764,Refrigerator,Analog,Medium,Grid,Average,No,Generator,Winter
3102,Mixed-use,5798,65,83,2,13,25,2394,AC,Smart,High,Grid,Average,Yes,Generator,Winter
2000,Mixed-use,2113,72,82,198,62,93,2049,Washing Machine,Smart,Medium,Wind,Poor,No,None,Rainy
744,Industrial,1477,46,91,73,21,0,1965,Fan,Smart,Low,Wind,Good,Yes,Generator,Winter
1631,Commercial,1553,78,84,189,69,0,1790,Heater,Analog,Medium,Grid,Good,No,Inverter,Summer
4244,Commercial,8066,78,47,71,64,0,3791,AC,Analog,High,Solar,Average,No,Generator,Summer
4453,Commercial,5849,73,48,123,6,0,3704,Refrigerator,Smart,Medium,Solar,Good,Yes,None,Summer
1814,Mixed-use,1338,28,78,186,24,94,1931,Fan,Analog,Medium,Grid,Average,Yes,Generator,Summer
4789,Residential,9350,68,48,183,14,406,5441,Fan,Smart,Medium,Grid,Poor,No,Generator,Summer
4728,Mixed-use,2983,66,49,76,36,390,3104,AC,Smart,Low,Grid,Poor,No,Generator,Rainy
4860,Residential,5376,45,33,28,68,162,3749,AC,Smart,Low,Wind,Poor,No,None,Summer
3347,Commercial,4388,47,37,195,49,0,2906,Refrigerator,Analog,Medium,Grid,Good,No,Inverter,Rainy
589,Commercial,1000,13,50,84,46,0,1168,Refrigerator,Smart,Low,Solar,Average,Yes,Inverter,Rainy
3907,Residential,4240,21,79,66,7,274,4371,Washing Machine,Analog,Medium,Solar,Average,No,Inverter,Rainy
1865,Commercial,1545,24,66,134,40,0,1656,AC,Smart,Medium,Grid,Poor,No,Generator,Winter
4725,Industrial,8380,22,86,99,32,0,5912,Fan,Analog,Low,Wind,Average,No,Generator,Rainy
4982,Commercial,6499,11,46,103,56,0,4647,AC,Analog,Low,Wind,Average,No,Inverter,Winter
4784,Industrial,7694,85,74,82,10,0,5476,Fan,Analog,Low,Grid,Average,Yes,Generator,Summer
4908,Mixed-use,7898,73,88,64,49,102,3491,Washing Machine,Analog,Medium,Grid,Poor,Yes,Inverter,Winter
4226,Residential,6709,10,34,116,38,411,5143,Fan,Analog,Low,Wind,Poor,No,Inverter,Summer
4544,Mixed-use,8151,30,64,127,27,72,3311,AC,Analog,High,Wind,Poor,No,None,Summer
3093,Industrial,2216,35,82,156,33,0,3846,Washing Machine,Smart,Medium,Grid,Average,No,Inverter,Summer
1072,Residential,1000,39,42,1,65,103,1060,Fan,Analog,High,Solar,Average,No,Generator,Rainy
4744,Residential,2153,17,33,114,29,160,3436,Refrigerator,Analog,Low,Solar,Average,Yes,Generator,Rainy
1202,Industrial,1381,71,89,173,44,0,2468,Refrigerator,Analog,Medium,Wind,Average,No,Inverter,Rainy
3058,Residential,3567,22,85,34,14,203,3562,Fan,Analog,High,Grid,Poor,Yes,None,Winter
1424,Residential,1000,34,80,15,8,41,1335,Washing Machine,Analog,Medium,Solar,Average,Yes,None,Summer
4845,Commercial,4627,25,30,18,27,0,3861,AC,Smart,Medium,Wind,Average,Yes,Generator,Winter
3856,Residential,6963,73,48,75,39,10,3043,Washing Machine,Analog,Low,Grid,Good,Yes,Generator,Rainy
757,Residential,1000,78,34,179,48,69,1131,Washing Machine,Analog,Medium,Wind,Good,No,Inverter,Rainy
3974,Residential,2752,49,94,44,41,355,4842,Heater,Analog,High,Grid,Poor,Yes,None,Rainy
775,Residential,1000,11,71,39,52,19,1490,Fan,Smart,Medium,Grid,Good,Yes,Generator,Winter
3613,Residential,3385,80,33,79,51,151,3108,Washing Machine,Analog,Low,Wind,Average,No,Inverter,Rainy
4413,Mixed-use,7316,88,96,114,16,318,3524,AC,Smart,Medium,Grid,Poor,Yes,Inverter,Summer
3898,Residential,2035,86,100,76,29,206,3988,Washing Machine,Analog,Low,Grid,Poor,No,Generator,Summer
3562,Industrial,2417,80,37,106,31,0,3823,Refrigerator,Smart,Low,Wind,Average,Yes,Generator,Winter
1376,Commercial,1349,12,48,54,52,0,1836,Heater,Smart,Medium,Wind,Good,Yes,Generator,Winter
3238,Residential,4760,21,56,65,56,271,3821,Refrigerator,Analog,High,Solar,Average,Yes,Generator,Summer
2515,Residential,2508,80,55,57,47,56,2187,AC,Smart,High,Solar,Average,No,None,Winter
4920,Mixed-use,7849,81,49,56,52,311,3499,Washing Machine,Smart,Medium,Grid,Poor,Yes,None,Rainy
4908,Mixed-use,7898,73,88,64,49,102,3491,Fan,Analog,High,Wind,Good,Yes,None,Winter
2262,Residential,1833,52,31,105,40,209,2525,Refrigerator,Smart,Low,Grid,Good,Yes,Inverter,Summer
3349,Mixed-use,5876,37,58,188,19,310,2251,AC,Smart,High,Wind,Average,Yes,Generator,Rainy
777,Commercial,1735,69,83,75,64,0,1407,Fan,Analog,Low,Solar,Poor,Yes,Generator,Winter
3767,Residential,5447,89,85,9,55,54,3396,Heater,Smart,Medium,Wind,Poor,No,Generator,Winter
3087,Commercial,6995,83,86,95,25,0,3302,Refrigerator,Smart,High,Wind,Average,No,Generator,Summer
4347,Commercial,6082,27,68,0,68,0,4009,Heater,Smart,Medium,Solar,Good,No,Generator,Summer
4283,Mixed-use,7990,70,81,26,17,276,3266,Washing Machine,Smart,Low,Solar,Good,Yes,Generator,Summer
4297,Industrial,2021,57,72,68,14,0,4567,Fan,Analog,High,Wind,Poor,Yes,Inverter,Winter
3625,Residential,4346,36,75,48,42,109,3872,Refrigerator,Smart,Low,Wind,Poor,No,Inverter,Summer
4008,Mixed-use,2479,29,41,154,52,52,2677,Refrigerator,Analog,Low,Grid,Average,No,Generator,Summer
2974,Mixed-use,1723,45,61,169,12,11,2289,Washing Machine,Smart,Medium,Wind,Average,Yes,None,Rainy
955,Residential,1750,21,48,27,31,26,1122,Heater,Analog,Low,Solar,Good,Yes,Generator,Summer
1077,Residential,2646,28,76,52,29,14,1662,Refrigerator,Smart,Medium,Wind,Good,Yes,None,Summer
2563,Industrial,2903,10,34,168,50,0,2978,Refrigerator,Analog,High,Grid,Poor,No,Inverter,Winter
3047,Industrial,5204,40,47,196,12,0,3628,Refrigerator,Smart,Medium,Wind,Good,Yes,Generator,Winter
4835,Residential,9119,79,77,151,14,276,5278,Fan,Analog,High,Solar,Good,No,None,Winter
1504,Mixed-use,2508,66,87,101,68,83,1935,Refrigerator,Smart,Low,Solar,Good,No,None,Rainy
4997,Commercial,7712,73,70,113,67,0,4475,Fan,Smart,High,Grid,Good,Yes,Generator,Rainy
2173,Residential,3351,22,50,187,12,93,2358,Fan,Smart,High,Grid,Average,Yes,Generator,Rainy
1475,Commercial,1000,21,54,167,17,0,1616,AC,Smart,Medium,Grid,Poor,No,Generator,Summer
4308,Residential,7965,24,45,100,35,391,5233,AC,Smart,Low,Wind,Good,Yes,Inverter,Summer
2443,Residential,4314,20,46,173,69,194,2790,Washing Machine,Analog,Medium,Solar,Good,Yes,Inverter,Rainy
4067,Commercial,7540,79,100,107,28,0,4374,Washing Machine,Analog,Medium,Wind,Poor,No,Generator,Winter
1740,Residential,2742,20,48,41,63,81,1693,Fan,Analog,High,Grid,Good,Yes,Inverter,Rainy
4214,Commercial,3944,59,84,71,64,0,3819,Heater,Analog,Medium,Grid,Good,Yes,Generator,Summer
732,Commercial,1260,79,91,195,3,0,1562,Fan,Smart,Low,Grid,Average,No,None,Winter
4399,Mixed-use,5622,20,46,158,62,172,3241,Washing Machine,Analog,High,Grid,Average,Yes,None,Winter
4177,Residential,4800,25,90,60,44,372,5114,AC,Smart,Low,Solar,Good,No,Generator,Rainy
2004,Residential,2904,57,76,184,18,185,2811,AC,Analog,Low,Solar,Good,No,None,Winter
1981,Residential,2794,57,78,77,20,29,2188,Fan,Analog,High,Grid,Good,No,Generator,Rainy
740,Commercial,1000,30,77,57,62,0,1700,Fan,Smart,Medium,Grid,Good,No,Generator,Winter
3232,Residential,7097,63,80,149,12,177,3457,AC,Smart,Low,Grid,Poor,No,None,Rainy
875,Mixed-use,1000,31,88,28,56,50,1186,Refrigerator,Smart,High,Solar,Average,Yes,Inverter,Rainy
3946,Industrial,6574,12,87,190,33,0,5075,Refrigerator,Smart,High,Solar,Good,Yes,Inverter,Winter
4782,Commercial,2490,64,77,16,59,0,4216,Fan,Smart,Medium,Wind,Poor,No,Generator,Winter
1259,Mixed-use,1512,27,100,55,61,38,1755,Fan,Analog,High,Grid,Poor,No,Generator,Winter
4219,Industrial,3799,40,82,0,49,0,4781,AC,Analog,Low,Wind,Good,Yes,Inverter,Winter
761,Commercial,1179,42,96,59,7,0,1695,Washing Machine,Smart,High,Grid,Good,No,Inverter,Winter
2482,Mixed-use,1996,85,35,129,59,198,2001,AC,Smart,High,Grid,Good,No,Inverter,Winter
2910,Commercial,5229,51,46,166,55,0,3022,AC,Analog,Low,Wind,Good,No,Inverter,Winter
4372,Industrial,5117,64,73,196,65,0,4895,Washing Machine,Smart,Medium,Wind,Poor,No,None,Summer
3162,Residential,4557,54,79,34,17,224,3935,Fan,Analog,High,Grid,Poor,Yes,None,Winter
702,Commercial,1000,33,63,49,20,0,1132,Washing Machine,Analog,Low,Wind,Good,No,None,Winter
2658,Industrial,3574,57,46,4,2,0,2962,AC,Smart,High,Wind,Poor,Yes,None,Rainy
3160,Residential,5512,28,73,199,50,197,3887,Heater,Smart,Low,Wind,Good,No,Inverter,Winter
3939,Commercial,8203,36,32,86,47,0,3893,AC,Analog,High,Solar,Good,Yes,Generator,Winter
3863,Residential,6178,79,39,31,58,73,3065,Fan,Smart,High,Grid,Good,Yes,Inverter,Rainy
1377,Residential,2173,61,53,175,7,121,2208,Fan,Smart,Medium,Grid,Good,No,Inverter,Summer
2501,Residential,5020,57,60,149,11,27,2359,Refrigerator,Analog,Low,Wind,Good,Yes,Generator,Winter
2826,Residential,5688,74,58,21,38,22,2274,Washing Machine,Analog,High,Solar,Poor,Yes,Inverter,Rainy
4202,Industrial,7384,29,31,17,45,0,4372,Washing Machine,Analog,High,Wind,Poor,Yes,Inverter,Winter
2993,Residential,5214,51,32,91,69,58,2288,Fan,Smart,Medium,Wind,Average,Yes,Generator,Summer
1420,Industrial,3197,50,64,65,42,0,2214,Heater,Smart,Low,Grid,Average,No,Inverter,Rainy
2648,Industrial,5135,27,44,71,68,0,3074,Refrigerator,Smart,Medium,Wind,Average,No,None,Summer
3627,Mixed-use,2367,46,66,87,52,325,2570,Fan,Analog,Medium,Solar,Poor,No,None,Winter
726,Commercial,1141,30,36,134,32,0,1096,Refrigerator,Analog,Medium,Grid,Average,Yes,Inverter,Rainy
2277,Mixed-use,4142,72,93,51,17,129,2258,Fan,Smart,Medium,Grid,Average,Yes,Inverter,Rainy
3106,Mixed-use,1215,66,62,68,67,37,2069,Washing Machine,Analog,High,Grid,Average,No,Generator,Summer
2100,Commercial,3530,56,73,154,61,0,2434,Heater,Smart,Low,Grid,Good,Yes,None,Winter
4810,Residential,4412,24,34,31,44,394,5016,Washing Machine,Smart,Low,Grid,Good,Yes,Generator,Summer
4424,Residential,8074,49,36,65,48,267,4564,Fan,Analog,High,Wind,Good,No,None,Winter
2822,Residential,2392,36,79,21,10,174,3346,Refrigerator,Smart,Low,Solar,Poor,No,Generator,Winter
4142,Residential,8365,12,95,102,12,205,4445,Heater,Analog,Medium,Wind,Average,No,Generator,Rainy
4211,Mixed-use,6999,61,46,94,28,198,2660,Fan,Analog,Medium,Wind,Good,Yes,Generator,Summer
3332,Commercial,3446,22,46,63,21,0,3104,Refrigerator,Analog,High,Wind,Poor,Yes,Generator,Summer
2287,Commercial,3321,67,50,154,9,0,2184,AC,Smart,High,Solar,Average,No,None,Winter
1325,Residential,2838,49,69,137,35,18,1843,Fan,Smart,High,Grid,Good,Yes,None,Summer
892,Commercial,2044,28,66,161,7,0,1427,Refrigerator,Analog,High,Grid,Average,No,None,Winter
1136,Industrial,1000,12,76,113,13,0,1994,AC,Smart,High,Wind,Poor,No,Inverter,Winter
3888,Commercial,3220,25,75,2,61,0,3778,Fan,Smart,Medium,Wind,Average,Yes,Generator,Winter
982,Industrial,1000,35,35,192,42,0,1677,Refrigerator,Smart,Low,Solar,Average,Yes,Generator,Rainy
3305,Commercial,1509,62,43,169,52,0,2823,AC,Analog,High,Wind,Average,Yes,Inverter,Rainy
1540,Mixed-use,2098,18,49,139,29,83,1154,AC,Smart,Low,Solar,Good,Yes,Inverter,Summer
4997,Commercial,7712,73,70,113,67,0,4475,Refrigerator,Analog,Medium,Grid,Average,Yes,Inverter,Rainy
1575,Residential,2174,41,90,68,35,138,2390,Heater,Smart,High,Solar,Average,No,Generator,Rainy
1492,Commercial,2770,62,85,181,10,0,1865,Heater,Smart,Low,Solar,Average,No,None,Winter
1484,Commercial,2864,47,69,117,34,0,1647,Heater,Analog,High,Solar,Average,No,Generator,Summer
3247,Mixed-use,5671,14,34,70,55,38,2149,AC,Smart,High,Solar,Poor,No,Inverter,Rainy
4766,Mixed-use,3072,80,34,72,22,201,3047,Heater,Analog,Medium,Solar,Average,No,None,Winter
566,Commercial,1171,56,88,0,19,0,1231,Heater,Analog,High,Solar,Good,No,None,Summer
4069,Residential,7743,78,33,200,42,391,4646,Fan,Analog,Medium,Grid,Average,No,None,Winter
4750,Mixed-use,8909,75,73,17,6,44,3635,Fan,Analog,Medium,Grid,Good,Yes,Generator,Winter
1074,Commercial,2142,43,35,170,35,0,1551,Fan,Smart,Medium,Wind,Poor,Yes,Generator,Summer
3187,Mixed-use,3810,11,46,97,48,286,2264,Fan,Smart,Low,Wind,Poor,Yes,Inverter,Rainy
3806,Residential,2440,68,44,189,9,49,2877,Fan,Analog,High,Wind,Average,Yes,None,Winter
4824,Residential,8639,12,56,137,58,210,4600,AC,Analog,High,Wind,Good,Yes,Generator,Winter
4144,Commercial,5787,49,75,11,60,0,3905,Fan,Analog,High,Grid,Good,Yes,Generator,Summer
2115,Residential,2734,78,90,45,7,204,2538,Refrigerator,Smart,Medium,Wind,Good,Yes,Generator,Rainy
4506,Residential,5462,13,98,154,30,84,4182,Heater,Analog,Low,Grid,Poor,No,None,Winter
798,Residential,1331,26,44,194,23,10,1309,Washing Machine,Analog,Medium,Grid,Poor,No,Inverter,Rainy
3980,Residential,7439,26,93,84,19,73,3550,Washing Machine,Analog,High,Solar,Good,Yes,Inverter,Summer
1181,Residential,1738,35,96,50,4,106,2372,Heater,Smart,Medium,Wind,Average,No,None,Rainy
2682,Residential,2889,87,33,77,51,151,2448,Washing Machine,Analog,High,Grid,Poor,No,Generator,Rainy
1487,Commercial,2417,69,69,35,71,0,1804,Heater,Analog,Low,Grid,Average,No,None,Summer
1251,Commercial,2118,30,73,99,70,0,1959,Refrigerator,Smart,High,Wind,Poor,Yes,Generator,Summer
2544,Industrial,4267,62,45,158,29,0,2979,AC,Analog,High,Solar,Good,No,None,Rainy
4683,Industrial,6842,82,93,155,1,0,5417,Refrigerator,Analog,Medium,Grid,Poor,No,Inverter,Winter
1188,Commercial,2134,20,75,107,61,0,1712,Refrigerator,Smart,Medium,Wind,Average,Yes,Inverter,Summer
4501,Commercial,4116,11,68,125,53,0,4401,Refrigerator,Smart,High,Wind,Average,No,Inverter,Winter
1088,Residential,2359,77,43,165,22,99,1479,Fan,Analog,High,Wind,Poor,Yes,None,Rainy
4707,Commercial,7026,87,89,14,53,0,4459,Washing Machine,Smart,High,Solar,Poor,No,Inverter,Summer
